Specified Values,Specified Attribute Names,Country,Fitness,Prediction,Prediction Error,Accuracy,Numerosity,Avg Action Set Size,TimeStamp GA,Iteration Initialized,Specificity,Deletion Probability,Experience,Match Count
"0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0","A_0, A_1, A_2, R_0, R_3, R_5, R_7",0.0,0.12084951967843133,0.0,0.0,1.0,1,25.616,4998,1665,0.6363636363636364,0.0005307918655991927,7,26
"0.0, 0.0, 1.0, 1.0, 0.0, 1.0, 1.0","A_0, A_1, R_1, R_2, R_5, R_6, R_7",1.0,0.024075781879956744,608.60628271104,378.9711390365013,1.2792909120959857e-09,1,19.51037496655872,4776,1666,0.6363636363636364,0.00040427655867580767,18,29
"1.0, 1.0, 1.0, 1.0, 0.0","A_0, A_1, A_2, R_0, R_7",0.0,0.13023208802058867,1000.0,0.0,1.0,2,22.91653077828945,4984,1704,0.45454545454545453,0.0009497117524101791,78,98
"1.0, 1.0, 1.0, 0.0, 1.0, 0.0, 1.0","A_0, A_1, A_2, R_0, R_3, R_4, R_7",1.0,0.051926195263327694,1000.0,0.0,1.0,1,26.00891136865075,4439,1711,0.6363636363636364,0.0005389334239369997,19,25
"1.0, 0.0, 0.0, 0.0, 0.0","A_0, A_1, R_4, R_5, R_6",1.0,0.25977462601883594,0.0,0.0,1.0,2,14.684761072926722,4966,1732,0.45454545454545453,0.0006085689979526216,18,96
"0.0, 0.0, 0.0, 1.0, 1.0, 1.0","A_0, A_1, A_2, R_0, R_1, R_7",0.0,0.05945775294970926,0.0,0.0,1.0,1,31.390311444479998,4529,1739,0.5454545454545454,0.000650441988341475,15,50
"1.0, 1.0, 1.0, 1.0, 1.0","A_0, A_1, A_2, R_2, R_7",1.0,0.04552932829626969,1000.0,0.0,1.0,1,27.072545117265374,4941,1755,0.45454545454545453,0.0005609730921811212,82,101
"1.0, 1.0, 1.0, 1.0, 1.0, 0.0","A_0, A_1, A_2, R_0, R_5, R_7",1.0,0.049363166369402266,0.0,0.0,1.0,1,27.407999999999998,4811,1757,0.5454545454545454,0.0005679240885517907,9,52
"1.0, 0.0, 1.0, 1.0, 1.0, 1.0","A_0, A_1, R_1, R_3, R_4, R_5",1.0,0.1019129277801941,1000.0,0.0,1.0,1,21.903540820768097,4917,1764,0.5454545454545454,0.00045386560335273146,39,48
"0.0, 0.0, 1.0, 1.0","A_0, A_1, R_0, R_1",1.0,0.6628331743755312,1000.0,0.0,1.0,11,25.952947964589562,4902,1796,0.36363636363636365,0.005915511803058865,144,204
"1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 0.0","A_0, A_1, A_2, R_3, R_4, R_5, R_6",0.0,0.03663507890355993,0.0,0.0,1.0,1,36.8,3694,1799,0.6363636363636364,0.0007625367213479968,5,24
"0.0, 1.0, 0.0, 1.0, 1.0, 1.0","A_0, A_1, R_1, R_2, R_3, R_7",0.0,0.07745911036817854,0.0,0.0,1.0,1,24.94516736,4998,1830,0.5454545454545454,0.0005168914709829203,12,50
"1.0, 0.0, 1.0, 1.0, 1.0, 0.0, 0.0","A_0, A_1, A_2, R_2, R_5, R_6, R_7",0.0,0.1256522657717613,0.0,0.0,1.0,1,14.4,3156,1841,0.6363636363636364,0.00029838393444052056,5,26
"0.0, 0.0, 1.0, 1.0, 0.0, 1.0, 1.0","A_0, A_2, R_2, R_3, R_4, R_5, R_7",1.0,0.007111552800530142,782.42597453824,337.5719360320854,2.281226077972301e-09,1,26.7620991033344,4687,1871,0.6363636363636364,0.0005545403072458365,18,25
"1.0, 0.0, 1.0, 1.0, 0.0, 1.0, 1.0","A_0, R_0, R_1, R_2, R_5, R_6, R_7",0.0,0.03974044513291193,616.0,354.1333333333334,1.7954196064349375e-09,1,19.264000000000003,3480,1879,0.6363636363636364,0.00039917139674042977,7,22
"0.0, 1.0, 0.0, 1.0, 1.0, 0.0, 1.0, 0.0","A_0, A_2, R_0, R_2, R_3, R_4, R_5, R_7",0.0,0.03299998497070432,666.6666666666666,277.77777777777777,6.0466176e-09,1,22.333333333333332,3061,1894,0.7272727272727273,0.00046277137980358507,3,10
"1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 0.0, 1.0","A_0, A_1, A_2, R_0, R_2, R_3, R_4, R_5",1.0,0.05672139324138051,0.0,0.0,1.0,1,23.2,4892,1901,0.7272727272727273,0.00048072967215417195,5,13
"0.0, 1.0, 1.0, 1.0, 1.0, 1.0","A_0, R_0, R_1, R_3, R_5, R_7",0.0,0.0010371472439995686,214.13625856,338.75864234666665,2.2415481987181424e-09,1,30.695379189759997,4906,1917,0.5454545454545454,0.0006360422230405739,15,50
"1.0, 1.0, 0.0, 1.0, 0.0","A_1, A_2, R_3, R_5, R_7",0.0,0.3547844261623372,1000.0,0.0,1.0,7,23.536188853597228,4984,1919,0.45454545454545453,0.0034138711404930735,80,102
"1.0, 0.0, 1.0, 1.0, 1.0","A_0, A_1, R_4, R_5, R_7",1.0,0.11671230961351096,1000.0,0.0,1.0,1,22.070638239081056,4896,1931,0.45454545454545453,0.0004573280467632227,68,88
"0.0, 1.0, 0.0, 0.0","A_1, A_2, R_1, R_5",1.0,0.18874026753222037,0.0,0.0,1.0,3,25.25754648536278,4934,1970,0.36363636363636365,0.0015700929363785183,40,185
"0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 1.0","A_0, R_1, R_2, R_3, R_4, R_6, R_7",0.0,0.007010582389891297,424.7584768,394.4415232,1.0473380066365675e-09,1,24.2451314688,4998,1971,0.6363636363636364,0.000502385952686682,14,26
"1.0, 1.0, 1.0, 0.0, 0.0","A_0, A_1, A_2, R_0, R_7",1.0,0.07079861029518576,0.0,0.0,1.0,1,21.658473260291196,4689,1977,0.45454545454545453,0.0004487875323180899,22,95
"0.0, 1.0, 1.0, 1.0, 1.0, 0.0","A_0, A_1, A_2, R_2, R_3, R_6",0.0,0.06790667502277789,0.0,0.0,1.0,1,26.1727796150272,4998,1991,0.5454545454545454,0.0005423289553316992,17,49
"0.0, 1.0, 1.0, 1.0, 1.0","A_1, A_2, R_1, R_4, R_5",0.0,0.13829405687081944,0.0,0.0,1.0,2,27.177429878550143,4900,2008,0.45454545454545453,0.0011262928409921042,24,93
"1.0, 0.0, 1.0, 1.0, 1.0, 1.0","A_0, A_2, R_1, R_4, R_6, R_7",0.0,0.0553134498445816,0.0,0.0,1.0,1,31.341102080000002,4868,2012,0.5454545454545454,0.0006494223158564154,12,43
"1.0, 1.0, 0.0, 1.0, 1.0, 0.0","A_0, A_1, A_2, R_0, R_4, R_7",0.0,0.0036541581552200345,736.1746384977921,291.1691602132993,4.77829689385181e-09,1,26.54755732768167,4921,2052,0.5454545454545454,0.009061041873683366,23,50
"1.0, 1.0, 0.0, 1.0, 0.0, 0.0","A_0, A_1, R_3, R_5, R_6, R_7",1.0,0.2363265407508671,0.0,0.0,1.0,2,21.304000000000002,4277,2099,0.5454545454545454,0.0008828849082390069,7,49
"0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0","A_0, A_1, A_2, R_0, R_2, R_3, R_4, R_5",1.0,0.42296218997959845,0.0,0.0,1.0,1,14.040000000000001,4598,2119,0.7272727272727273,0.0002909243360795075,6,12
"1.0, 0.0, 0.0, 1.0, 1.0","A_0, A_2, R_2, R_4, R_6",1.0,0.12288167759981773,1000.0,0.0,1.0,3,30.165465661702395,4889,2120,0.45454545454545453,0.0018751854850769126,69,86
"0.0, 1.0, 1.0, 0.0, 0.0","A_0, A_1, A_2, R_1, R_3",1.0,0.17353814890267225,0.0,0.0,1.0,1,20.1409598723069,4911,2121,0.45454545454545453,0.00041734297570191506,22,91
"0.0, 1.0, 1.0, 0.0, 0.0, 1.0","A_0, A_1, A_2, R_1, R_3, R_5",1.0,0.1338816227308472,0.0,0.0,1.0,1,19.70176,4911,2127,0.5454545454545454,0.0004082422683474215,9,45
"0.0, 1.0, 1.0, 1.0, 1.0, 1.0","A_0, A_1, A_2, R_2, R_3, R_7",0.0,0.06263789531950248,0.0,0.0,1.0,1,26.763187199999997,4998,2132,0.5454545454545454,0.0005545628538127901,11,50
"0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0","A_0, A_2, R_0, R_2, R_3, R_5, R_6",0.0,0.0249011242561445,803.392,299.2810666666667,4.164892388573393e-09,1,16.616128,3400,2133,0.6363636363636364,0.0003443045588755068,10,20
"0.0, 1.0, 0.0, 1.0, 0.0","A_1, A_2, R_1, R_3, R_5",1.0,0.05975897202880081,0.0,0.0,1.0,1,28.288033729414693,4688,2148,0.45454545454545453,0.0005861593612339519,22,89
"0.0, 1.0, 1.0, 0.0, 0.0","A_0, A_1, A_2, R_1, R_3",0.0,0.4380115164772934,1000.0,0.0,1.0,6,17.751253074241042,4908,2151,0.45454545454545453,0.002206953638975595,65,86
"0.0, 0.0, 1.0, 1.0, 0.0","A_0, A_2, R_0, R_2, R_7",0.0,0.23896906405799329,0.0,0.0,1.0,3,22.66368716475581,4964,2161,0.45454545454545453,0.0014088500302393676,23,86
"1.0, 0.0, 1.0, 1.0, 0.0","A_0, A_1, A_2, R_5, R_6",0.0,0.2969849387980893,0.0,0.0,1.0,3,20.007258327575432,4754,2162,0.45454545454545453,0.0012437175952395472,21,91
"1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 0.0, 0.0","A_0, A_1, A_2, R_0, R_1, R_3, R_4, R_5",1.0,0.042723168165455724,0.0,0.0,1.0,1,16.0,2690,2181,0.7272727272727273,0.0003315377049339117,1,11
"1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0","A_0, A_2, R_0, R_1, R_3, R_4, R_5",1.0,0.004645099030067677,508.92800000000005,392.53333333333336,1.0730434023774324e-09,1,22.552,4892,2202,0.6363636363636364,0.00046730239510434855,10,24
"1.0, 1.0, 0.0, 1.0, 1.0","A_0, A_1, A_2, R_5, R_6",1.0,0.10998244169854754,1000.0,0.0,1.0,2,23.745916294061015,4972,2206,0.45454545454545453,0.0009840833237107207,65,88
"0.0, 1.0, 1.0, 1.0","A_0, A_1, R_2, R_3",0.0,0.6190295441544438,0.0,0.0,1.0,13,28.157555527211905,4998,2212,0.36363636363636365,0.007584924210533324,48,176
"1.0, 1.0, 0.0, 1.0","A_0, A_1, A_2, R_6",1.0,0.5112822152161187,1000.0,0.0,1.0,10,22.888579666755724,4972,2223,0.36363636363636365,0.004742766982445744,132,173
"1.0, 0.0, 1.0, 0.0, 0.0","A_0, A_1, A_2, R_3, R_5",0.0,0.10667403395600669,1000.0,0.0,1.0,1,17.418222459011094,4851,2227,0.45454545454545453,0.00036092484363055337,67,88
"0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 1.0","A_0, A_2, R_0, R_1, R_2, R_3, R_4, R_5",1.0,0.131915926528259,0.0,0.0,1.0,1,16.5,4766,2292,0.7272727272727273,0.00034189825821309645,2,11
"1.0, 1.0, 0.0, 0.0, 1.0","A_0, A_1, A_2, R_3, R_6",1.0,0.053029925835504,1000.0,0.0,1.0,1,23.329593700436856,4972,2308,0.45454545454545453,0.0004834149970302175,54,79
"0.0, 1.0, 0.0, 0.0, 1.0","A_1, A_2, R_1, R_5, R_7",1.0,0.1501708485903541,0.0,0.0,1.0,2,22.70830358364595,4934,2311,0.45454545454545453,0.0009410823566330626,23,86
"0.0, 1.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0","A_1, A_2, R_0, R_1, R_3, R_4, R_5, R_7",0.0,0.08448887108978217,0.0,0.0,1.0,1,22.75,4900,2320,0.7272727272727273,0.00047140517420290567,4,12
"0.0, 1.0, 1.0, 1.0, 1.0","A_0, A_1, R_1, R_2, R_3",0.0,0.06172713465424213,0.0,0.0,1.0,1,27.460853944650303,4968,2324,0.45454545454545453,0.0005690192807709198,21,83
"0.0, 0.0, 1.0, 0.0, 1.0","A_0, A_1, R_1, R_4, R_5",1.0,0.008352313634043575,874.3503397583276,212.26268708594233,2.3207679123670048e-08,1,19.7019720131402,4695,2329,0.45454545454545453,0.0004082466614942914,48,77
"1.0, 1.0, 1.0, 0.0, 0.0, 0.0","A_0, A_1, A_2, R_1, R_2, R_6",1.0,0.05218216915836601,1000.0,0.0,1.0,1,24.989396992,4380,2332,0.5454545454545454,0.0005178079579006298,13,37
"1.0, 1.0, 0.0, 1.0, 0.0","A_1, A_2, R_3, R_5, R_7",1.0,0.21531871262648009,0.0,0.0,1.0,3,20.16723189039104,4911,2348,0.45454545454545453,0.0012536620829644198,18,86
"1.0, 1.0, 0.0, 0.0, 1.0","A_0, A_1, A_2, R_2, R_6",1.0,0.049020554362036915,1000.0,0.0,1.0,1,25.647735889062055,4972,2352,0.45454545454545453,0.0005314494683381721,61,82
"0.0, 1.0, 1.0, 1.0","A_1, A_2, R_1, R_5",0.0,0.262868199249782,0.0,0.0,1.0,4,25.91014535098777,4948,2367,0.36363636363636365,0.0021475475310426366,42,158
"1.0, 0.0, 1.0, 0.0, 0.0, 0.0","A_0, A_1, A_2, R_2, R_5, R_6",0.0,0.09510786145348794,1000.0,0.0,1.0,1,19.7459609714294,4851,2372,0.5454545454545454,0.0004091581613863936,34,42
"1.0, 1.0, 1.0, 1.0, 1.0, 1.0","A_1, A_2, R_0, R_3, R_4, R_5",0.0,0.013644307290906309,569.4298010883196,408.3604639479846,8.806058317553681e-10,1,18.64834319222099,4844,2376,0.5454545454545454,0.00038641430642305524,22,43
"1.0, 1.0, 1.0, 1.0, 0.0, 0.0","A_2, R_2, R_3, R_5, R_6, R_7",0.0,0.0012924407026375167,641.3692739584001,416.19114076842664,8.008217189669034e-10,1,20.0720366985216,4833,2403,0.5454545454545454,0.00041591481127356886,17,41
"1.0, 1.0, 1.0, 0.0, 0.0","A_0, A_1, R_2, R_6, R_7",0.0,0.07603896538007208,1000.0,0.0,1.0,2,27.378659775543916,4833,2408,0.45454545454545453,0.0011346322532687794,67,84
"0.0, 1.0, 1.0, 0.0, 1.0, 0.0, 0.0","A_0, A_1, A_2, R_1, R_3, R_5, R_6",0.0,0.24721550716864382,0.0,0.0,1.0,1,17.22368,4893,2412,0.6363636363636364,0.0003568937086072573,9,19
"0.0, 0.0, 1.0, 1.0, 0.0, 1.0","A_0, R_0, R_2, R_3, R_5, R_6",1.0,0.046054553444237215,715.4566094003372,315.21968961150253,3.2131671234561727e-09,1,21.198873842588476,4476,2428,0.5454545454545454,0.0004392641238097073,23,38
"1.0, 1.0, 1.0, 1.0, 0.0, 1.0","A_0, R_0, R_1, R_2, R_4, R_7",0.0,0.004478615211156357,780.2087907000321,218.9338232487936,1.9880884116372345e-08,1,15.852481850474495,4754,2432,0.5454545454545454,0.00032848096563830025,19,43
"1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0","A_0, A_2, R_1, R_2, R_4, R_5, R_6",0.0,0.016928421307959234,892.5209600000001,193.46227199999996,3.6899338547600144e-08,1,22.853639540735998,3671,2445,0.6363636363636364,0.0004735527001701568,16,18
"1.0, 0.0, 0.0, 1.0, 1.0, 0.0, 1.0, 1.0","A_0, A_1, A_2, R_0, R_1, R_3, R_6, R_7",0.0,0.015009064420147288,500.0,333.3333333333333,2.4300000000000017e-09,1,22.75,4570,2458,0.7272727272727273,0.00047140517420290567,4,9
"0.0, 1.0, 0.0, 0.0, 0.0, 0.0","A_0, A_1, A_2, R_2, R_6, R_7",1.0,0.16165803109276689,0.0,0.0,1.0,1,20.1622528,4650,2461,0.5454545454545454,0.00041778418872558343,11,38
"0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0","A_0, A_1, A_2, R_0, R_4, R_6, R_7",1.0,0.03604695961318639,918.08,170.66666666666663,6.906475391588182e-08,1,20.31552,3896,2479,0.6363636363636364,0.0004209600547086863,9,20
"0.0, 0.0, 1.0, 1.0, 0.0","A_1, A_2, R_1, R_3, R_4",1.0,0.015503088506855578,492.34899421126073,441.7284238300537,5.94597764162969e-10,1,18.665556871133358,4787,2537,0.45454545454545453,0.00038677099289806,28,78
"1.0, 0.0, 1.0, 0.0, 0.0, 1.0","A_0, A_1, R_0, R_2, R_4, R_5",1.0,0.004823509348322135,812.6043693056001,316.6920420010666,3.139165757098796e-09,1,12.7394105352192,4177,2537,0.5454545454545454,0.00026397468319109185,17,38
"1.0, 1.0, 1.0, 0.0, 1.0, 1.0","A_0, A_1, A_2, R_1, R_5, R_7",1.0,0.04547502319038567,1000.0,0.0,1.0,1,28.825885802252575,4941,2568,0.5454545454545454,0.0005973042513478656,27,37
"0.0, 1.0, 0.0, 0.0, 1.0, 1.0, 0.0","A_0, A_1, R_2, R_3, R_4, R_6, R_7",1.0,0.19318930435698484,0.0,0.0,1.0,3,19.2,4617,2569,0.6363636363636364,0.001193535737762082,5,18
"1.0, 0.0, 1.0, 1.0, 0.0, 1.0","A_0, A_1, A_2, R_1, R_4, R_5",1.0,0.11273860971715696,1000.0,0.0,1.0,1,18.214188337489286,4759,2591,0.5454545454545454,0.00037741813741532616,26,35
"0.0, 1.0, 0.0, 1.0, 0.0, 0.0","A_0, A_1, R_2, R_4, R_6, R_7",1.0,0.0040147821254012395,551.3651199999999,417.30594133333335,7.901820505359695e-10,1,15.310379520000001,4834,2602,0.5454545454545454,0.0003172480054829978,12,37
"0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0","A_0, A_1, R_0, R_1, R_2, R_6, R_7",0.0,0.007963010704447458,626.24,389.80266666666665,1.111158392604807e-09,1,21.59904,4774,2606,0.6363636363636364,0.00044755600939848475,9,17
"1.0, 1.0, 0.0, 1.0, 0.0, 0.0","A_1, A_2, R_3, R_5, R_6, R_7",0.0,0.05871800459177929,1000.0,0.0,1.0,1,24.952380397196997,4984,2614,0.5454545454545454,0.0005170409330952887,34,41
"0.0, 1.0, 1.0, 1.0, 1.0, 0.0","R_0, R_1, R_2, R_3, R_6, R_7",0.0,0.014896336259333402,778.062336,339.0941866666667,2.2304797148266457e-09,1,18.21448192,4680,2632,0.5454545454545454,0.00037742422076981433,13,35
"1.0, 0.0, 1.0, 1.0, 1.0, 0.0, 1.0","A_0, A_2, R_0, R_1, R_2, R_4, R_7",0.0,0.40972686269836256,1000.0,0.0,1.0,2,14.046975999999999,4738,2636,0.6363636363636364,0.0005821377730377173,10,19
"0.0, 1.0, 0.0, 0.0, 0.0","A_1, A_2, R_1, R_5, R_6",0.0,0.06761445902292672,1000.0,0.0,1.0,1,24.49604057097607,4854,2669,0.45454545454545453,0.0005075850669293371,58,68
"0.0, 0.0, 1.0, 0.0, 1.0, 0.0","R_1, R_2, R_3, R_4, R_5, R_7",0.0,0.0005918695936918273,807.5300472422399,245.44121607509334,1.1226969162221338e-08,1,16.69726869307392,4837,2678,0.5454545454545454,0.0003459858838229114,18,35
"0.0, 1.0, 1.0, 1.0, 0.0","A_1, A_2, R_1, R_5, R_6",0.0,0.09337570038332309,0.0,0.0,1.0,1,25.451402567090177,4906,2700,0.45454545454545453,0.0005273812246526341,19,71
"1.0, 1.0, 1.0, 1.0, 0.0, 1.0","A_2, R_1, R_3, R_4, R_5, R_7",1.0,0.0018293380425864003,985.9262511644672,52.893839373544125,2.415319234021442e-05,1,23.50616799885394,4776,2723,0.5454545454545454,0.01602613437744743,20,35
"0.0, 1.0, 1.0, 1.0, 0.0, 1.0, 0.0","A_1, A_2, R_0, R_3, R_4, R_5, R_6",0.0,0.005009791675674507,508.16,404.39466666666664,9.246404820618773e-10,1,27.279360000000004,4906,2737,0.6363636363636364,0.0005652585254041221,9,18
"0.0, 0.0, 0.0, 0.0, 0.0, 1.0","A_0, A_2, R_1, R_2, R_6, R_7",0.0,0.018231063324832167,705.910288670733,321.1720332474214,2.926249782417738e-09,1,18.596898259593015,4531,2740,0.5454545454545454,0.0003853483104921828,24,34
"1.0, 0.0, 0.0, 1.0, 0.0, 1.0, 1.0, 0.0","A_0, A_1, A_2, R_1, R_4, R_5, R_6, R_7",0.0,0.44704214146311777,1000.0,0.0,1.0,3,13.314944,4815,2744,0.7272727272727273,0.0008277011203281673,10,11
"0.0, 0.0, 1.0, 1.0, 1.0, 0.0, 1.0","A_0, R_0, R_1, R_2, R_3, R_5, R_6",0.0,0.21273799033499186,600.0,303.33333333333337,3.8940301698890786e-09,2,10.8,4771,2746,0.6363636363636364,0.00044757590166078084,5,16
"0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 1.0","A_0, A_1, R_1, R_2, R_3, R_5, R_6, R_7",0.0,0.11209605708847634,500.0,333.3333333333333,2.4300000000000017e-09,1,18.0,4752,2750,0.7272727272727273,0.00037297991805065064,4,9
"1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0","A_0, A_1, A_2, R_0, R_2, R_4, R_5",1.0,0.22092844129324793,0.0,0.0,1.0,1,11.0,4865,2773,0.6363636363636364,0.0002279321721420643,2,18
"1.0, 0.0, 1.0, 1.0, 1.0, 1.0","A_2, R_0, R_1, R_3, R_4, R_5",0.0,0.006562685448473131,466.24,404.3946666666667,9.246404820618765e-10,1,16.408319999999996,4953,2783,0.5454545454545454,0.00033999854716382504,9,36
"1.0, 1.0, 1.0, 1.0","A_0, A_1, R_6, R_7",1.0,0.31800435357465623,1000.0,0.0,1.0,7,25.644188696275062,4972,2790,0.36363636363636365,0.0037196317660491483,105,141
"1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0","A_2, R_0, R_2, R_3, R_5, R_6, R_7",1.0,0.005540716426230462,829.6064,283.9893333333334,5.413646065247272e-09,1,21.4723968,4409,2802,0.6363636363636364,0.0004449318221563918,11,17
"0.0, 0.0, 1.0, 0.0, 0.0, 1.0","A_0, A_1, R_1, R_2, R_3, R_5",1.0,0.09860270967785233,1000.0,0.0,1.0,1,19.994950074204162,3733,2810,0.5454545454545454,0.0004143174911168622,18,32
"1.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0","A_0, A_2, R_0, R_1, R_2, R_5, R_6",0.0,0.09319961170582049,600.0,270.0,6.9691719376256324e-09,1,19.2,4868,2819,0.6363636363636364,0.00039784524592069404,5,18
"0.0, 1.0, 1.0, 1.0, 0.0, 0.0","A_0, A_1, A_2, R_3, R_4, R_7",0.0,0.354393291742805,0.0,0.0,1.0,1,15.759321599999998,4875,2827,0.5454545454545454,0.00032655058216121376,11,34
"0.0, 1.0, 0.0, 1.0, 0.0","A_1, A_2, R_1, R_4, R_5",1.0,0.054201012208192775,0.0,0.0,1.0,1,28.886324682752,4688,2828,0.45454545454545453,0.0005985566118309627,16,64
"1.0, 0.0, 0.0, 1.0, 1.0, 1.0","A_1, A_2, R_1, R_3, R_5, R_6",1.0,0.04184126083595249,800.0,160.0,9.5367431640625e-08,1,26.606481012326398,4894,2846,0.5454545454545454,0.0005513157281996496,17,32
"0.0, 1.0, 1.0, 0.0, 0.0, 1.0","A_0, A_1, A_2, R_0, R_1, R_5",0.0,0.007560697109425129,869.76161792,233.07747328,1.4537793411085358e-08,1,20.434461929472,4899,2856,0.5454545454545454,0.00042342466310353377,17,32
"0.0, 1.0, 1.0, 1.0, 0.0, 0.0","A_1, A_2, R_0, R_5, R_6, R_7",1.0,0.004212629150524873,929.9604003726296,135.07847858400785,2.2236641672087525e-07,1,19.80877524981514,4917,2864,0.5454545454545454,0.005864693311637651,22,33
"1.0, 0.0, 0.0, 0.0, 0.0, 0.0","A_0, A_1, R_0, R_4, R_5, R_6",1.0,0.07531224067111045,0.0,0.0,1.0,1,16.5,4800,2865,0.5454545454545454,0.00034189825821309645,4,33
"1.0, 0.0, 0.0, 0.0","A_1, A_2, R_2, R_6",1.0,0.7439501032913622,0.0,0.0,1.0,8,16.847547064363333,4883,2867,0.36363636363636365,0.0027927985437425406,32,128
"1.0, 0.0, 0.0, 0.0, 0.0","A_0, A_1, R_2, R_4, R_5",0.0,0.44540944145940975,1000.0,0.0,1.0,3,18.569097356038224,4627,2876,0.45454545454545453,0.001154316735021615,55,66
"1.0, 0.0, 0.0, 1.0, 1.0, 0.0","A_0, A_1, A_2, R_4, R_5, R_7",0.0,0.04137035681266432,0.0,0.0,1.0,1,31.895999999999997,4981,2878,0.5454545454545454,0.0006609204147857529,7,34
"0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0","A_1, A_2, R_1, R_3, R_4, R_5, R_6",1.0,0.03560976559531569,640.0,333.3333333333333,2.4300000000000017e-09,1,15.4,4933,2885,0.6363636363636364,0.00031910504099889,6,17
"0.0, 1.0, 0.0, 0.0, 0.0","A_1, A_2, R_1, R_4, R_5",0.0,0.06491576481084389,1000.0,0.0,1.0,1,23.841583644168118,4854,2886,0.45454545454545453,0.0004940239952110865,57,65
"1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0","A_0, A_1, A_2, R_1, R_2, R_4, R_5",0.0,0.020017819137784366,744.0,302.93333333333334,3.9198069785676e-09,1,16.216,4399,2899,0.6363636363636364,0.0003360134639505195,7,16
"1.0, 1.0, 1.0, 1.0, 0.0, 1.0, 0.0, 0.0","A_0, A_1, A_2, R_2, R_3, R_5, R_6, R_7",1.0,0.030308023254196736,0.0,0.0,1.0,1,31.0,4216,2915,0.7272727272727273,0.0006423543033094539,1,8
"1.0, 0.0, 1.0, 0.0, 1.0","A_0, A_2, R_1, R_2, R_6",0.0,0.0003574983923197841,696.454780944384,352.2928441207467,1.842811404376721e-09,1,19.504422339444737,4981,2924,0.45454545454545453,0.00040415321365507657,19,65
"0.0, 1.0, 0.0, 0.0, 0.0, 0.0","A_0, A_1, A_2, R_2, R_5, R_7",1.0,0.1180515888998696,0.0,0.0,1.0,1,20.016,4509,2928,0.5454545454545454,0.0004147536688723235,7,32
"1.0, 0.0, 1.0, 0.0, 0.0, 0.0","A_0, A_1, A_2, R_3, R_5, R_6",0.0,0.10719224280852892,1000.0,0.0,1.0,1,18.909964877794284,4851,2930,0.5454545454545454,0.0003918353972477997,26,32
"1.0, 0.0, 0.0, 1.0, 0.0","A_0, A_1, A_2, R_4, R_6",0.0,0.04904077295936968,0.0,0.0,1.0,1,30.3171816865792,4897,2937,0.45454545454545453,0.0006282055522770554,17,64
"0.0, 1.0, 1.0, 0.0, 1.0, 0.0, 0.0","A_1, A_2, R_2, R_4, R_5, R_6, R_7",0.0,0.018103966884897148,750.0,270.8333333333333,6.862611684033906e-09,1,19.5,3156,2938,0.6363636363636364,0.0004040615778882049,4,16
"1.0, 1.0, 0.0, 0.0","A_0, A_1, A_2, R_6",0.0,0.6737167826697953,1000.0,0.0,1.0,14,29.50546391701949,4999,2942,0.36363636363636365,0.008559402066301612,96,129
"1.0, 1.0, 1.0, 0.0","A_0, A_1, A_2, R_7",0.0,0.5541797127051596,1000.0,0.0,1.0,9,21.94593053277942,4984,2953,0.36363636363636365,0.00409269568583067,102,127
"0.0, 1.0, 0.0, 1.0, 1.0","A_0, A_1, R_2, R_4, R_7",0.0,0.0103194119862556,828.4152033639268,196.42446510465857,3.419968485968626e-08,1,16.954290695270522,4893,2965,0.45454545454545453,0.0003513116641182727,39,63
"0.0, 0.0, 0.0, 0.0","A_0, R_0, R_1, R_2",0.0,0.3683538481278741,999.9863646756926,0.12830732309367462,1.0,5,18.150585677937336,4955,2965,0.36363636363636365,0.0018805010996467723,90,127
"0.0, 1.0, 1.0, 1.0, 1.0, 1.0","A_0, A_1, R_2, R_3, R_5, R_7",0.0,0.06401941827187883,0.0,0.0,1.0,1,28.023424,4998,2970,0.5454545454545454,0.0005806763548343687,10,31
"1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 1.0","A_0, A_2, R_1, R_3, R_5, R_6, R_7",0.0,0.010480331840055843,868.9280000000001,244.6677333333333,1.1405557206444103e-08,1,17.363968,4851,2972,0.6363636363636364,0.0003598006312041178,10,15
